catalog,vendor,product,api_family,api_group,id,status,method,path,summary,migration_phase,migration_use,official_doc_url
confluence-cloud.yml,Atlassian,Confluence Cloud,Confluence Cloud REST API v2,Ancestors,ancestors-get-embeds-id-ancestors,reviewed,GET,/embeds/{id}/ancestors,Get all ancestors of Smart Link in content tree,extract,Ancestors extraction; Source-to-target validation,https://developer.atlassian.com/cloud/confluence/rest/v2/api-group-ancestors/
confluence-cloud.yml,Atlassian,Confluence Cloud,Confluence Cloud REST API v2,Descendants,descendants-get-embeds-id-descendants,reviewed,GET,/embeds/{id}/descendants,Get descendants of a smart link,extract,Descendants extraction; Source-to-target validation,https://developer.atlassian.com/cloud/confluence/rest/v2/api-group-descendants/
confluence-cloud.yml,Atlassian,Confluence Cloud,Confluence Cloud REST API v2,Children,children-get-embeds-id-direct-children,reviewed,GET,/embeds/{id}/direct-children,Get direct children of a Smart Link,extract,Children extraction; Source-to-target validation,https://developer.atlassian.com/cloud/confluence/rest/v2/api-group-children/
confluence-cloud.yml,Atlassian,Confluence Cloud,Confluence Cloud REST API v2,Operation,operation-get-embeds-id-operations,reviewed,GET,/embeds/{id}/operations,Get permitted operations for a Smart Link in the content tree,extract,Operation extraction; Source-to-target validation,https://developer.atlassian.com/cloud/confluence/rest/v2/api-group-operation/
confluence-cloud.yml,Atlassian,Confluence Cloud,Confluence Cloud REST API v2,Content Properties,content-properties-get-embeds-id-properties,reviewed,GET,/embeds/{id}/properties,Get content properties for Smart Link in the content tree,extract,Content Properties extraction; Source-to-target validation,https://developer.atlassian.com/cloud/confluence/rest/v2/api-group-content-properties/
confluence-cloud.yml,Atlassian,Confluence Cloud,Confluence Cloud REST API v2,Content Properties,content-properties-post-embeds-id-properties,reviewed,POST,/embeds/{id}/properties,Create content property for Smart Link in the content tree,load,Content Properties creation or update during target load; Post-migration correction or backfill,https://developer.atlassian.com/cloud/confluence/rest/v2/api-group-content-properties/
confluence-cloud.yml,Atlassian,Confluence Cloud,Confluence Cloud REST API v2,Folder,folder-post-folders,reviewed,POST,/folders,Create folder,load,Folder creation or update during target load; Post-migration correction or backfill,https://developer.atlassian.com/cloud/confluence/rest/v2/api-group-folder/
confluence-cloud.yml,Atlassian,Confluence Cloud,Confluence Cloud REST API v2,Content Properties,content-properties-delete-folders-folder-id-properties-property-id,reviewed,DELETE,/folders/{folder-id}/properties/{property-id},Delete content property for folder by id,reconcile,Content Properties reconciliation,https://developer.atlassian.com/cloud/confluence/rest/v2/api-group-content-properties/
confluence-cloud.yml,Atlassian,Confluence Cloud,Confluence Cloud REST API v2,Content Properties,content-properties-get-folders-folder-id-properties-property-id,reviewed,GET,/folders/{folder-id}/properties/{property-id},Get content property for folder by id,extract,Content Properties extraction; Source-to-target validation,https://developer.atlassian.com/cloud/confluence/rest/v2/api-group-content-properties/
confluence-cloud.yml,Atlassian,Confluence Cloud,Confluence Cloud REST API v2,Content Properties,content-properties-put-folders-folder-id-properties-property-id,reviewed,PUT,/folders/{folder-id}/properties/{property-id},Update content property for folder by id,load,Content Properties creation or update during target load; Post-migration correction or backfill,https://developer.atlassian.com/cloud/confluence/rest/v2/api-group-content-properties/
confluence-cloud.yml,Atlassian,Confluence Cloud,Confluence Cloud REST API v2,Folder,folder-delete-folders-id,reviewed,DELETE,/folders/{id},Delete folder,reconcile,Folder reconciliation,https://developer.atlassian.com/cloud/confluence/rest/v2/api-group-folder/
confluence-cloud.yml,Atlassian,Confluence Cloud,Confluence Cloud REST API v2,Folder,folder-get-folders-id,reviewed,GET,/folders/{id},Get folder by id,extract,Folder extraction; Source-to-target validation,https://developer.atlassian.com/cloud/confluence/rest/v2/api-group-folder/
confluence-cloud.yml,Atlassian,Confluence Cloud,Confluence Cloud REST API v2,Ancestors,ancestors-get-folders-id-ancestors,reviewed,GET,/folders/{id}/ancestors,Get all ancestors of folder,extract,Ancestors extraction; Source-to-target validation,https://developer.atlassian.com/cloud/confluence/rest/v2/api-group-ancestors/
confluence-cloud.yml,Atlassian,Confluence Cloud,Confluence Cloud REST API v2,Descendants,descendants-get-folders-id-descendants,reviewed,GET,/folders/{id}/descendants,Get descendants of folder,extract,Descendants extraction; Source-to-target validation,https://developer.atlassian.com/cloud/confluence/rest/v2/api-group-descendants/
confluence-cloud.yml,Atlassian,Confluence Cloud,Confluence Cloud REST API v2,Children,children-get-folders-id-direct-children,reviewed,GET,/folders/{id}/direct-children,Get direct children of a folder,extract,Children extraction; Source-to-target validation,https://developer.atlassian.com/cloud/confluence/rest/v2/api-group-children/
confluence-cloud.yml,Atlassian,Confluence Cloud,Confluence Cloud REST API v2,Operation,operation-get-folders-id-operations,reviewed,GET,/folders/{id}/operations,Get permitted operations for a folder,extract,Operation extraction; Source-to-target validation,https://developer.atlassian.com/cloud/confluence/rest/v2/api-group-operation/
confluence-cloud.yml,Atlassian,Confluence Cloud,Confluence Cloud REST API v2,Content Properties,content-properties-get-folders-id-properties,reviewed,GET,/folders/{id}/properties,Get content properties for folder,extract,Content Properties extraction; Source-to-target validation,https://developer.atlassian.com/cloud/confluence/rest/v2/api-group-content-properties/
confluence-cloud.yml,Atlassian,Confluence Cloud,Confluence Cloud REST API v2,Content Properties,content-properties-post-folders-id-properties,reviewed,POST,/folders/{id}/properties,Create content property for folder,load,Content Properties creation or update during target load; Post-migration correction or backfill,https://developer.atlassian.com/cloud/confluence/rest/v2/api-group-content-properties/
confluence-cloud.yml,Atlassian,Confluence Cloud,Confluence Cloud REST API v2,Comment,comment-get-footer-comments,reviewed,GET,/footer-comments,Get footer comments,extract,Comment extraction; Source-to-target validation,https://developer.atlassian.com/cloud/confluence/rest/v2/api-group-comment/
confluence-cloud.yml,Atlassian,Confluence Cloud,Confluence Cloud REST API v2,Comment,comment-post-footer-comments,reviewed,POST,/footer-comments,Create footer comment,load,Comment creation or update during target load; Post-migration correction or backfill,https://developer.atlassian.com/cloud/confluence/rest/v2/api-group-comment/
confluence-cloud.yml,Atlassian,Confluence Cloud,Confluence Cloud REST API v2,Comment,comment-delete-footer-comments-comment-id,reviewed,DELETE,/footer-comments/{comment-id},Delete footer comment,reconcile,Comment reconciliation,https://developer.atlassian.com/cloud/confluence/rest/v2/api-group-comment/
confluence-cloud.yml,Atlassian,Confluence Cloud,Confluence Cloud REST API v2,Comment,comment-get-footer-comments-comment-id,reviewed,GET,/footer-comments/{comment-id},Get footer comment by id,extract,Comment extraction; Source-to-target validation,https://developer.atlassian.com/cloud/confluence/rest/v2/api-group-comment/
confluence-cloud.yml,Atlassian,Confluence Cloud,Confluence Cloud REST API v2,Comment,comment-put-footer-comments-comment-id,reviewed,PUT,/footer-comments/{comment-id},Update footer comment,load,Comment creation or update during target load; Post-migration correction or backfill,https://developer.atlassian.com/cloud/confluence/rest/v2/api-group-comment/
confluence-cloud.yml,Atlassian,Confluence Cloud,Confluence Cloud REST API v2,Comment,comment-get-footer-comments-id-children,reviewed,GET,/footer-comments/{id}/children,Get children footer comments,extract,Comment extraction; Source-to-target validation,https://developer.atlassian.com/cloud/confluence/rest/v2/api-group-comment/
confluence-cloud.yml,Atlassian,Confluence Cloud,Confluence Cloud REST API v2,Like,like-get-footer-comments-id-likes-count,reviewed,GET,/footer-comments/{id}/likes/count,Get like count for footer comment,extract,Like extraction; Source-to-target validation,https://developer.atlassian.com/cloud/confluence/rest/v2/api-group-like/
confluence-cloud.yml,Atlassian,Confluence Cloud,Confluence Cloud REST API v2,Like,like-get-footer-comments-id-likes-users,reviewed,GET,/footer-comments/{id}/likes/users,Get account IDs of likes for footer comment,extract,Like extraction; Source-to-target validation,https://developer.atlassian.com/cloud/confluence/rest/v2/api-group-like/
confluence-cloud.yml,Atlassian,Confluence Cloud,Confluence Cloud REST API v2,Operation,operation-get-footer-comments-id-operations,reviewed,GET,/footer-comments/{id}/operations,Get permitted operations for footer comment,extract,Operation extraction; Source-to-target validation,https://developer.atlassian.com/cloud/confluence/rest/v2/api-group-operation/
confluence-cloud.yml,Atlassian,Confluence Cloud,Confluence Cloud REST API v2,Version,version-get-footer-comments-id-versions,reviewed,GET,/footer-comments/{id}/versions,Get footer comment versions,extract,Version extraction; Source-to-target validation,https://developer.atlassian.com/cloud/confluence/rest/v2/api-group-version/
confluence-cloud.yml,Atlassian,Confluence Cloud,Confluence Cloud REST API v2,Version,version-get-footer-comments-id-versions-version-number,reviewed,GET,/footer-comments/{id}/versions/{version-number},Get version details for footer comment version,extract,Version extraction; Source-to-target validation,https://developer.atlassian.com/cloud/confluence/rest/v2/api-group-version/
confluence-cloud.yml,Atlassian,Confluence Cloud,Confluence Cloud REST API v2,Comment,comment-get-inline-comments,reviewed,GET,/inline-comments,Get inline comments,extract,Comment extraction; Source-to-target validation,https://developer.atlassian.com/cloud/confluence/rest/v2/api-group-comment/
confluence-cloud.yml,Atlassian,Confluence Cloud,Confluence Cloud REST API v2,Comment,comment-post-inline-comments,reviewed,POST,/inline-comments,Create inline comment,load,Comment creation or update during target load; Post-migration correction or backfill,https://developer.atlassian.com/cloud/confluence/rest/v2/api-group-comment/
confluence-cloud.yml,Atlassian,Confluence Cloud,Confluence Cloud REST API v2,Comment,comment-delete-inline-comments-comment-id,reviewed,DELETE,/inline-comments/{comment-id},Delete inline comment,reconcile,Comment reconciliation,https://developer.atlassian.com/cloud/confluence/rest/v2/api-group-comment/
confluence-cloud.yml,Atlassian,Confluence Cloud,Confluence Cloud REST API v2,Comment,comment-get-inline-comments-comment-id,reviewed,GET,/inline-comments/{comment-id},Get inline comment by id,extract,Comment extraction; Source-to-target validation,https://developer.atlassian.com/cloud/confluence/rest/v2/api-group-comment/
confluence-cloud.yml,Atlassian,Confluence Cloud,Confluence Cloud REST API v2,Comment,comment-put-inline-comments-comment-id,reviewed,PUT,/inline-comments/{comment-id},Update inline comment,load,Comment creation or update during target load; Post-migration correction or backfill,https://developer.atlassian.com/cloud/confluence/rest/v2/api-group-comment/
